,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
365,365,365,1736,1736,,1763,65-69,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.9333333333333332,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label3x,label4x,,2,3,0,1.0
366,366,366,1740,1740,,1767,60-64,Alberta,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8666666666666667,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
368,368,368,1756,1756,,1784,30-34,Ontario,Male,Other,English,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,26,0.038461538461538464,0.07692307692307693,0.11538461538461539,0.11538461538461539,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.5384615384615384,0.0,0.0021666666666666666,label11x,label3x,label2x,10,2,1,0.7307692307692308
369,369,369,1760,1760,,1788,30-34,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,8,0.0,0.0,0.0,0.125,0.5,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,label5x,label6x,label4x,4,5,3,1.0
370,370,370,1765,1765,,1795,50-54,British Columbia,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,4,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0003333333333333333,label4x,label2x,,3,1,0,0.75
371,371,371,1768,1768,,1799,45-49,Ontario,Female,English,Other,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.7058823529411765,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.7058823529411765-0.0-0.5-0.1111111111111111-0-1.0,25,0.12,0.08,0.0,0.04,0.2,0.12,0.08,0.12,0.0,0.24,0.0,0.0,0.0020833333333333333,label10x,label5x,label1x,9,4,0,0.56
373,373,373,1780,1780,,1812,30-34,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Other Managers,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.2222222222222222-0-1.0,4,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label6x,label1x,,5,0,0,0.75
374,374,374,1781,1781,,1813,35-39,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,11,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.7272727272727273,0.0,0.0,0.0009166666666666666,label10x,label8x,label2x,9,7,1,1.0
375,375,375,1783,1783,,1815,30-34,Alberta,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4666666666666667,0.0,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.0-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,6,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0005,label7x,label2x,label4x,6,1,3,0.9999999999999999
376,376,376,1788,1788,,1820,25-29,Ontario,Female,French,English,Bachelors Degrees,Full-Time,Other,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,4,0.25,0.0,0.5,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label3x,label1x,,2,0,0,0.75
377,377,377,1791,1791,,1823,70+,Ontario,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
378,378,378,1800,1800,,1832,55-59,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.0,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.0-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
380,380,380,1806,1806,,1838,50-54,British Columbia,Female,French,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.7333333333333333,0.1111111111111111,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0005,label10x,label1x,,9,0,0,1.0
381,381,381,1811,1811,,1843,50-54,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other Managers,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.2222222222222222-0-1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,,,6,0,0,1.0
382,382,382,1828,1828,,1860,50-54,Quebec,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
383,383,383,1832,1832,,1864,55-59,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label5x,,,4,0,0,1.0
384,384,384,1833,1833,,1865,30-34,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label3x,,,2,0,0,0.5
387,387,387,1841,1841,,1874,55-59,Quebec,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label1x,,,0,0,0,1.0
388,388,388,1845,1845,,1878,60-64,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,33,0.12121212121212122,0.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.09090909090909091,0.0,0.0,0.12121212121212122,0.3939393939393939,0.0,0.00275,label11x,label1x,label6x,10,0,5,0.6060606060606061
390,390,390,1856,1856,,1889,65-69,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,1.0
391,391,391,1861,1861,,1895,30-34,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label5x,,,4,0,0,0.5
392,392,392,1866,1866,,1900,30-34,Quebec,Male,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4666666666666667,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label6x,label1x,,5,0,0,1.0
393,393,393,1867,1867,,1901,35-39,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label5x,,,4,0,0,1.0
394,394,394,1870,1870,,1904,50-54,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,2,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label1x,,,0,0,0,0.5
395,395,395,1873,1873,,1907,30-34,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Professionals,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.4444444444444444-0-1.0,11,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0009166666666666666,label7x,label2x,,6,1,0,0.8181818181818182
396,396,396,1883,1883,,1917,50-54,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,0.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-0.0,6,0.16666666666666666,0.0,0.0,0.0,0.5,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0005,label5x,label1x,,4,0,0,0.6666666666666666
397,397,397,1884,1884,,1918,50-54,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.00025,label1x,label7x,,0,6,0,1.0
399,399,399,1895,1895,,1929,70+,Ontario,Female,French,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,1.0,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,8,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.75,0.0,0.0,0.0,0.0,0.0006666666666666666,label8x,label4x,,7,3,0,0.875
400,400,400,1900,1900,,1934,55-59,Quebec,Male,English,English,Bachelors Degrees,Not Employed,Other,,,,0.8,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label3x,,,2,0,0,0.5
401,401,401,1905,1905,,1939,70+,British Columbia,Female,French,English,Bachelors Degrees,Full-Time,Other,,,,1.0,0.1111111111111111,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.1111111111111111-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
402,402,402,1906,1906,,1940,55-59,Ontario,Female,French,English,Other Certificate/Diploma Not Univ,Not Employed,Senior Managers/Owners,,,,0.8,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.5555555555555556,0,1.0,,0.8-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.5555555555555556-0-1.0,8,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0006666666666666666,label8x,label2x,,7,1,0,0.75
403,403,403,1910,1910,,1944,65-69,Ontario,Female,English,English,None,Part-Time,Other,,,,0.9333333333333332,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.6,1.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.6-1.0-0.1111111111111111-0-1.0,6,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label1x,label2x,label3x,0,1,2,0.9999999999999999
406,406,406,1922,1922,,1956,45-49,British Columbia,Male,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.6666666666666666-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,6,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label5x,label1x,,4,0,0,1.0
407,407,407,1923,1923,,1957,40-44,Ontario,Male,French,English,Elementary School Graduation Cert,Full-Time,Professionals,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.4,0.0,0.4444444444444444,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.4-0.0-0.4444444444444444-0-1.0,4,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label7x,label1x,,6,0,0,0.75
408,408,408,1931,1931,,1965,15-17,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.06666666666666668,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label6x,,,5,0,0,1.0
409,409,409,1940,1940,,1974,55-59,Quebec,Male,French,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.8,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.8-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label4x,,,3,0,0,1.0
410,410,410,1945,1945,,1979,25-29,British Columbia,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.4,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,6,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label3x,label4x,,2,3,0,1.0
411,411,411,1957,1957,,1991,55-59,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Professionals,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,2,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label3x,,,2,0,0,0.5
414,414,414,1968,1968,,2002,35-39,Ontario,Female,Other,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Unskilled,,,,0.5333333333333333,0.6666666666666666,1,0.7058823529411765,0.2352941176470588,0.0,0.5,1.0,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.7058823529411765-0.2352941176470588-0.0-0.5-1.0-0-1.0,13,0.15384615384615385,0.0,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0010833333333333333,label3x,label1x,label6x,2,0,5,0.5384615384615385
415,415,415,1976,1976,,2011,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,9,0.0,0.0,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.00075,label6x,label3x,label5x,5,2,4,1.0
416,416,416,1981,1981,,2017,22-24,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Clerical/Secretarial,,,,0.3333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,1.0,,0.3333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-1.0,6,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,label3x,label1x,,2,0,0,0.6666666666666666
418,418,418,1993,1993,,2029,70+,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Unskilled,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,1.0,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-1.0-0-1.0,2,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.00016666666666666666,label2x,,,1,0,0,0.5
419,419,419,1995,1995,,2031,35-39,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.5333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0016666666666666668,label12x,,,11,0,0,1.0
420,420,420,2001,2001,,2038,55-59,Quebec,Female,French,English,Bachelors Degrees,Full-Time,Other,,,,0.8,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,9,0.0,0.0,0.0,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.00075,label6x,label7x,label4x,5,6,3,0.9999999999999999
421,421,421,2006,2006,,2043,25-29,Alberta,Female,French,French,High School Graduation Certificate,Full-Time,Other,,,,0.4,0.0,1,0.29411764705882354,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.4-0.0-1-0.29411764705882354-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,14,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.0,0.35714285714285715,0.0,0.0,0.0011666666666666668,label10x,label5x,label1x,9,4,0,0.7142857142857142
422,422,422,2012,2012,,2050,40-44,Ontario,Female,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,8,0.375,0.125,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0006666666666666666,label1x,label3x,label2x,0,2,1,0.75
423,423,423,2018,2018,,2056,40-44,Quebec,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,4,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label5x,label1x,,4,0,0,0.75
424,424,424,2019,2019,,2057,60-64,Ontario,Female,French,English,Bachelors Degrees,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333333e-05,label6x,,,5,0,0,1.0
425,425,425,2030,2030,,2069,45-49,British Columbia,Female,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.6666666666666666,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,17,0.058823529411764705,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.29411764705882354,0.47058823529411764,0.0,0.0,0.0,0.0,0.0014166666666666668,label8x,label7x,label2x,7,6,1,0.8823529411764706
426,426,426,2032,2032,,2071,55-59,Ontario,Female,French,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.8,0.6666666666666666,1,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,4,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0003333333333333333,label2x,label1x,,1,0,0,0.75
