,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores,total1
555,657,657,3187,3187,,3288,50-54,British Columbia,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.7333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
556,658,658,3189,3189,,3290,70+,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
558,661,661,3200,3200,,3302,45-49,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
559,662,662,3201,3201,,3303,35-39,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
560,663,663,3212,3212,,3314,35-39,Ontario,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Part-Time,Other Managers,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,1.0,0.2222222222222222,0,1.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-1.0-0.2222222222222222-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
561,664,664,3215,3215,,3317,70+,Ontario,Female,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other Managers,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
562,665,665,3216,3216,,3318,50-54,Quebec,Female,French,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
565,669,669,3232,3232,,3335,55-59,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.8,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
569,675,675,3273,3273,,3380,25-29,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
570,676,676,3280,3280,,3389,55-59,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Clerical/Secretarial,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.0,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.0-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
571,677,677,3288,3288,,3397,50-54,British Columbia,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.7333333333333333,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
573,680,680,3293,3293,,3402,45-49,Ontario,Male,French,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,4,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,0.5,1.0
575,683,683,3307,3307,,3418,45-49,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
576,684,684,3326,3326,,3438,70+,Quebec,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,0.15384615384615385,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-0.15384615384615385,2,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,label5x,,,4,0,0,0.5,1.0
578,686,686,3329,3329,,3442,45-49,British Columbia,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.6666666666666666,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
580,688,688,3332,3332,,3446,40-44,Quebec,Male,French,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.8888888888888888,0,0.29411764705882354,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-0-0.29411764705882354-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,3,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.3333333333333333,1.0
582,690,690,3347,3347,,3461,50-54,Ontario,Female,English,French,High School Graduation Certificate,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
583,692,692,3355,3355,,3469,40-44,Quebec,Female,English,English,Elementary School Graduation Cert,Full-Time,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.4,0.0,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.4-0.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
584,693,693,3357,3357,,3471,30-34,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Professionals,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.4444444444444444,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.4444444444444444-0-1.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,label8x,,,7,0,0,1.0,1.0
587,697,697,3405,3405,,3521,55-59,Quebec,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.8,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
591,701,701,3434,3434,,3551,20-21,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.26666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
592,703,703,3445,3445,,3562,60-64,Ontario,Female,English,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Professionals,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,1.0,1.0
594,705,705,3453,3453,,3570,45-49,Ontario,Male,English,English,Bachelors Degrees,Part-Time,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,1.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-1.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
595,706,706,3455,3455,,3573,30-34,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other Managers,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
596,707,707,3456,3456,,3574,65-69,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
605,717,717,3502,3502,,3621,30-34,Ontario,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,0.5,1.0
607,719,719,3514,3514,,3633,55-59,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Unskilled,,,,0.8,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,1.0,0,1.0,,0.8-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-1.0-0-1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
609,721,721,3519,3519,,3638,40-44,Ontario,Male,French,English,Univ Cert/Dipl Above Bachelor Level,Not Employed,Other,,,,0.6,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
611,723,723,3533,3533,,3653,35-39,British Columbia,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.5333333333333333,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,2,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.5,1.0
612,724,724,3534,3534,,3654,65-69,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.8888888888888888,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.8888888888888888-0-1.0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
614,727,727,3548,3548,,3670,50-54,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
616,731,731,3575,3575,,3699,55-59,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Senior Managers/Owners,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.5555555555555556,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.5555555555555556-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
617,732,732,3577,3577,,3701,45-49,Ontario,Male,French,English,High School Graduation Certificate,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,3,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
618,734,734,3586,3586,,3710,60-64,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
619,735,735,3587,3587,,3711,50-54,Quebec,Male,English,English,Trade Certificate/Diploma,Full-Time,Other,,,,0.7333333333333333,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
620,736,736,3601,3601,,3726,45-49,Ontario,Male,English,French,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.6666666666666666,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.6666666666666666-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
621,737,737,3602,3602,,3727,40-44,Alberta,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
624,740,740,3609,3609,,3735,35-39,Quebec,Female,French,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.5333333333333333,0.8888888888888888,1,0.29411764705882354,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.5333333333333333-0.8888888888888888-1-0.29411764705882354-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,2,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,0.5,1.0
628,748,748,3636,3636,,3764,50-54,Alberta,Female,English,English,Bachelors Degrees,Full-Time,Other,,,,0.7333333333333333,0.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.7333333333333333-0.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,4,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,0.5,1.0
629,749,749,3649,3649,,3777,20-21,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.26666666666666666,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
630,750,750,3650,3650,,3778,50-54,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other Managers,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.2222222222222222,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,label10x,,,9,0,0,1.0,1.0
632,752,752,3661,3661,,3791,30-34,Ontario,Female,English,English,High School Graduation Certificate,Not Employed,Skilled,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.5,0.7777777777777778,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.5-0.7777777777777778-0-1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
634,755,755,3669,3669,,3800,30-34,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.8888888888888888-0-1.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,label7x,,,6,0,0,1.0,1.0
640,762,762,3696,3696,,3828,65-69,Ontario,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,3,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,0.3333333333333333,1.0
641,763,763,3697,3697,,3829,45-49,Alberta,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,0.6666666666666666,0.0,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,0.6666666666666666-0.0-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,label12x,,,11,0,0,1.0,1.0
642,764,764,3706,3706,,3839,60-64,Ontario,Male,French,English,None,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.6,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.6-0.5-0.1111111111111111-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
643,765,765,3723,3723,,3856,25-29,Quebec,Male,English,English,Masters Degrees,Full-Time,Other,,,,0.4,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.1,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.1-0.0-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label5x,,,4,0,0,1.0,1.0
646,768,768,3739,3739,,3874,30-34,Ontario,Male,English,French,High School Graduation Certificate,Full-Time,Unskilled,,,,0.4666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.5,0.0,1.0,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.5-0.0-1.0-0-1.0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label2x,,,1,0,0,1.0,1.0
647,769,769,3740,3740,,3875,55-59,Alberta,Female,English,English,Elementary School Graduation Cert,Not Employed,Other Managers,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.2222222222222222,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.2222222222222222-0-1.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label4x,,,3,0,0,1.0,1.0
652,776,776,3801,3801,,3939,30-34,Ontario,Male,French,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,0,0.29411764705882354,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-0-0.29411764705882354-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,label6x,,,5,0,0,1.0,1.0
653,777,777,3803,3803,,3942,30-34,Saskatchewan,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Professionals,,,,0.4666666666666667,1.0,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.4444444444444444,0,1.0,,0.4666666666666667-1.0-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.4444444444444444-0-1.0,2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
658,782,782,3848,3848,,3992,55-59,Ontario,Female,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.0-1.0-0-1.0,4,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,label3x,,,2,0,0,0.5,1.0
660,784,784,3851,3851,,3995,40-44,Quebec,Female,English,French,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.6,0.8888888888888888,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.6-0.8888888888888888-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
664,788,788,3879,3879,,4025,65-69,Alberta,Male,German,English,Bachelors Degrees,Full-Time,Other,,,,0.9333333333333332,0.0,0,0.35294117647058826,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.0-0-0.35294117647058826-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,label5x,,,4,0,0,0.3333333333333333,1.0
665,789,789,3882,3882,,4028,60-64,Ontario,Male,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,label1x,,,0,0,0,1.0,1.0
